primary_function_no,primary_function_en,primary_topic_no,primary_topic_en,category,url,title,published_date,published_time,paragraph_type,paragraph_id,paragraph_nwords,doc_id,paragraph_uid,year,month
Risiko / usikkerhet,Risk / uncertainty,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,27,78,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p27,2026,2
Risiko / usikkerhet,Risk / uncertainty,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,28,25,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p28,2026,2
Risiko / usikkerhet,Risk / uncertainty,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,29,19,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p29,2026,2
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,30,20,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p30,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,31,83,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p31,2026,2
Risiko / usikkerhet,Risk / uncertainty,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,32,37,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p32,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,33,30,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p33,2026,2
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,34,40,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p34,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,35,63,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p35,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,36,38,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p36,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,37,11,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p37,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,39,122,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p39,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,40,49,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p40,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,41,23,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p41,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,42,38,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p42,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,43,60,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p43,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,44,26,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p44,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,45,55,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p45,2026,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,46,57,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p46,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,47,47,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p47,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,48,43,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p48,2026,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,49,156,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p49,2026,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,50,103,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p50,2026,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,51,93,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p51,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,52,62,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p52,2026,2
Risiko / usikkerhet,Risk / uncertainty,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,53,117,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p53,2026,2
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,54,12,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p54,2026,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,55,83,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p55,2026,2
Annet / administrativt / ikke kodbar,Other / administrative / not codable,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,56,6,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p56,2026,2
Annet / administrativt / ikke kodbar,Other / administrative / not codable,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,57,7,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p57,2026,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,58,77,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p58,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,59,60,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p59,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,60,60,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p60,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,61,15,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p61,2026,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,62,65,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p62,2026,2
Risiko / usikkerhet,Risk / uncertainty,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,63,53,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p63,2026,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,64,75,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p64,2026,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2026/2026-02-12-annual-address/,Norges Bank,2026-02-12,18:00,p,65,92,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2026_2026_02_12_annual_address__p65,2026,2
